frame,joint,x,y
12,tail_base,561,161
12,knee_front_left,1059,715
12,knee_front_right,1256,727
12,hock_rear_left,642,594
12,hock_rear_right,514,602
12,hoof_front_left,983,865
12,hoof_front_right,1307,914
12,hoof_rear_left,769,848
12,hoof_rear_right,584,869
13,nose,1745,432
13,poll,1609,231
13,withers,1303,200
13,spine_1,1172,179
13,spine_2,952,150
13,spine_3,798,142
13,hip,639,231
13,tail_base,539,171
13,knee_front_left,1073,719
13,knee_front_right,1262,721
13,hock_rear_left,676,621
13,hock_rear_right,504,608
13,hoof_front_left,983,846
13,hoof_front_right,1280,904
13,hoof_rear_left,831,855
13,hoof_rear_right,576,877
14,nose,1751,430
14,poll,1622,228
14,withers,1334,208
14,spine_1,1204,177
14,spine_2,989,155
14,spine_3,804,146
14,hip,637,235
14,tail_base,545,169
14,knee_front_left,1106,707
14,knee_front_right,1241,717
14,hock_rear_left,718,623
14,hock_rear_right,502,604
14,hoof_front_left,997,844
14,hoof_front_right,1262,910
14,hoof_rear_left,863,865
14,hoof_rear_right,555,887
15,nose,1753,436
15,poll,1619,231
15,withers,1324,202
15,spine_1,1192,179
15,spine_2,1017,152
15,spine_3,812,148
15,hip,617,231
15,tail_base,541,169
15,knee_front_left,1130,715
15,knee_front_right,1227,713
15,hock_rear_left,732,637
15,hock_rear_right,494,602
15,hoof_front_left,1018,849
15,hoof_front_right,1243,912
15,hoof_rear_left,902,863
15,hoof_rear_right,529,881
16,nose,1755,436
16,poll,1624,231
16,withers,1317,200
16,spine_1,1186,171
16,spine_2,997,152
16,spine_3,812,150
16,hip,629,235
16,tail_base,535,175
16,knee_front_left,1153,725
16,knee_front_right,1221,715
16,hock_rear_left,740,651
16,hock_rear_right,477,604
16,hoof_front_left,1054,848
16,hoof_front_right,1243,906
16,hoof_rear_left,921,871
16,hoof_rear_right,512,881
17,nose,1751,438
17,poll,1622,237
17,withers,1322,204
17,spine_1,1188,179
17,spine_2,981,152
17,spine_3,802,148
17,hip,635,233
17,tail_base,539,187
17,knee_front_left,1204,688
17,knee_front_right,1200,725
17,hock_rear_left,728,653
17,hock_rear_right,477,604
17,hoof_front_left,1098,855
17,hoof_front_right,1223,912
17,hoof_rear_left,902,873
17,hoof_rear_right,500,883
18,nose,1751,450
18,poll,1626,243
18,withers,1319,210
18,spine_1,1188,181
18,spine_2,985,157
18,spine_3,814,155
18,hip,629,241
18,tail_base,549,191
18,knee_front_left,1229,736
18,knee_front_right,1202,740
18,hock_rear_left,722,656
18,hock_rear_right,477,608
18,hoof_front_left,1143,863
18,hoof_front_right,1190,914
18,hoof_rear_left,874,869
18,hoof_rear_right,492,885
19,nose,1747,448
19,poll,1624,249
19,withers,1328,214
19,spine_1,1188,179
19,spine_2,991,159
19,spine_3,802,159
19,hip,641,243
19,tail_base,547,196
19,knee_front_left,1276,707
19,knee_front_right,1172,727
19,hock_rear_left,703,651
19,hock_rear_right,467,606
19,hoof_front_left,1229,857
19,hoof_front_right,1174,908
19,hoof_rear_left,863,875
19,hoof_rear_right,477,885
20,nose,1743,460
20,poll,1622,257
20,withers,1295,202
20,spine_1,1174,179
20,spine_2,983,161
20,spine_3,796,155
20,hip,625,237
20,tail_base,545,194
20,knee_front_left,1315,694
20,knee_front_right,1167,725
20,hock_rear_left,685,643
20,hock_rear_right,452,604
20,hoof_front_left,1262,877
20,hoof_front_right,1170,912
20,hoof_rear_left,859,875
20,hoof_rear_right,455,887
21,nose,1743,485
21,poll,1619,278
21,withers,1309,214
21,spine_1,1178,187
21,spine_2,968,169
21,spine_3,798,157
21,hip,629,257
21,tail_base,557,179
21,knee_front_left,1330,711
21,knee_front_right,1141,725
21,hock_rear_left,678,649
21,hock_rear_right,450,602
21,hoof_front_left,1324,875
21,hoof_front_right,1143,914
21,hoof_rear_left,824,877
21,hoof_rear_right,430,875
22,nose,1747,483
22,poll,1622,276
22,withers,1328,224
22,spine_1,1186,185
22,spine_2,985,171
22,spine_3,818,163
22,hip,629,251
22,tail_base,539,177
22,knee_front_left,1354,707
22,knee_front_right,1137,715
22,hock_rear_left,656,649
22,hock_rear_right,452,608
22,hoof_front_left,1375,896
22,hoof_front_right,1124,902
22,hoof_rear_left,802,877
22,hoof_rear_right,409,883
23,nose,1743,495
23,poll,1630,292
23,withers,1315,222
23,spine_1,1202,191
23,spine_2,989,169
23,spine_3,796,161
23,hip,623,251
23,tail_base,529,187
23,knee_front_left,1375,715
23,knee_front_right,1116,729
23,hock_rear_left,658,649
23,hock_rear_right,442,604
23,hoof_front_left,1400,908
23,hoof_front_right,1116,918
23,hoof_rear_left,787,883
23,hoof_rear_right,403,892
24,nose,1743,506
24,poll,1611,296
24,withers,1317,230
24,spine_1,1178,196
24,spine_2,999,173
24,spine_3,826,165
24,hip,625,241
24,tail_base,537,187
24,knee_front_left,1373,725
24,knee_front_right,1104,727
24,hock_rear_left,633,641
24,hock_rear_right,434,600
24,hoof_front_left,1412,910
24,hoof_front_right,1089,914
24,hoof_rear_left,775,883
24,hoof_rear_right,395,881
25,nose,1743,510
25,poll,1621,300
25,withers,1324,233
25,spine_1,1200,204
25,spine_2,993,169
25,spine_3,798,157
25,hip,613,249
25,tail_base,531,185
25,knee_front_left,1371,742
25,knee_front_right,1093,734
25,hock_rear_left,623,639
25,hock_rear_right,418,596
25,hoof_front_left,1422,924
25,hoof_front_right,1071,918
25,hoof_rear_left,757,885
25,hoof_rear_right,368,883
26,nose,1743,508
26,poll,1624,309
26,withers,1309,237
26,spine_1,1186,200
26,spine_2,985,179
26,spine_3,792,159
26,hip,629,241
26,tail_base,551,179
26,knee_front_left,1361,725
26,knee_front_right,1073,729
26,hock_rear_left,598,635
26,hock_rear_right,426,594
26,hoof_front_left,1414,925
26,hoof_front_right,1063,920
26,hoof_rear_left,740,890
26,hoof_rear_right,370,885
27,nose,1741,512
27,poll,1617,309
27,withers,1293,235
27,spine_1,1163,204
27,spine_2,978,173
27,spine_3,773,159
27,hip,629,251
27,tail_base,535,187
27,knee_front_left,1330,748
27,knee_front_right,1071,729
27,hock_rear_left,592,651
27,hock_rear_right,420,592
27,hoof_front_left,1387,925
27,hoof_front_right,1032,920
27,hoof_rear_left,718,892
27,hoof_rear_right,358,875
28,nose,1739,512
28,poll,1582,294
28,withers,1291,235
28,spine_1,1151,202
28,spine_2,958,175
28,spine_3,761,165
28,hip,611,249
28,tail_base,516,194
28,knee_front_left,1319,744
28,knee_front_right,1042,752
28,hock_rear_left,576,637
28,hock_rear_right,428,596
28,hoof_front_left,1373,933
28,hoof_front_right,1018,924
28,hoof_rear_left,703,885
28,hoof_rear_right,374,865
29,nose,1743,502
29,poll,1611,302
29,withers,1295,247
29,spine_1,1192,208
29,spine_2,989,181
29,spine_3,810,165
29,hip,617,253
29,tail_base,510,196
29,knee_front_left,1305,752
29,knee_front_right,1040,740
29,hock_rear_left,568,629
29,hock_rear_right,438,580
29,hoof_front_left,1352,931
29,hoof_front_right,997,912
29,hoof_rear_left,687,883
29,hoof_rear_right,399,863
30,nose,1735,510
30,poll,1611,300
30,withers,1289,245
30,spine_1,1172,214
30,spine_2,978,183
30,spine_3,792,171
30,hip,607,249
30,tail_base,529,191
30,knee_front_left,1278,736
30,knee_front_right,1032,752
30,hock_rear_left,561,635
30,hock_rear_right,455,582
30,hoof_front_left,1330,929
30,hoof_front_right,983,910
30,hoof_rear_left,664,885
30,hoof_rear_right,432,855
31,nose,1730,508
31,poll,1601,300
31,withers,1289,241
31,spine_1,1186,212
31,spine_2,974,181
31,spine_3,791,165
31,hip,598,259
31,tail_base,518,187
31,knee_front_left,1268,752
31,knee_front_right,1024,744
31,hock_rear_left,553,637
31,hock_rear_right,475,586
31,hoof_front_left,1320,924
31,hoof_front_right,962,912
31,hoof_rear_left,654,883
31,hoof_rear_right,477,857
32,nose,1734,499
32,poll,1595,300
32,withers,1280,241
32,spine_1,1151,210
32,spine_2,948,179
32,spine_3,779,157
32,hip,586,257
32,tail_base,526,187
32,knee_front_left,1250,748
32,knee_front_right,1030,740
32,hock_rear_left,559,625
32,hock_rear_right,492,592
32,hoof_front_left,1305,933
32,hoof_front_right,964,916
32,hoof_rear_left,635,883
32,hoof_rear_right,535,877
33,nose,1722,495
33,poll,1593,292
33,withers,1280,231
33,spine_1,1145,204
33,spine_2,964,179
33,spine_3,789,159
33,hip,594,251
33,tail_base,524,181
33,knee_front_left,1248,760
33,knee_front_right,1022,742
33,hock_rear_left,570,598
33,hock_rear_right,520,594
33,hoof_front_left,1291,927
33,hoof_front_right,950,910
33,hoof_rear_left,603,848
33,hoof_rear_right,588,892
34,nose,1730,491
34,poll,1582,282
34,withers,1270,228
34,spine_1,1143,214
34,spine_2,952,179
34,spine_3,775,157
34,hip,592,259
34,tail_base,537,165
34,knee_front_left,1237,756
34,knee_front_right,1018,742
34,hock_rear_left,512,623
34,hock_rear_right,549,616
34,hoof_front_left,1276,935
34,hoof_front_right,939,922
34,hoof_rear_left,578,867
34,hoof_rear_right,658,900
35,nose,1735,483
35,poll,1595,270
35,withers,1283,233
35,spine_1,1169,204
35,spine_2,1005,177
35,spine_3,796,163
35,hip,598,251
35,tail_base,527,179
35,knee_front_left,1229,762
35,knee_front_right,1046,756
35,hock_rear_left,514,616
35,hock_rear_right,561,625
35,hoof_front_left,1250,924
35,hoof_front_right,935,898
35,hoof_rear_left,565,869
35,hoof_rear_right,699,902
36,nose,1730,479
36,poll,1595,278
36,withers,1276,231
36,spine_1,1165,214
36,spine_2,950,179
36,spine_3,769,159
36,hip,574,253
36,tail_base,520,169
36,knee_front_left,1217,770
36,knee_front_right,1077,762
36,hock_rear_left,502,616
36,hock_rear_right,590,643
36,hoof_front_left,1235,924
36,hoof_front_right,935,892
36,hoof_rear_left,561,869
36,hoof_rear_right,752,910
37,nose,1722,481
37,poll,1589,272
37,withers,1264,228
37,spine_1,1147,210
37,spine_2,942,179
37,spine_3,769,159
37,hip,580,259
37,tail_base,514,185
37,knee_front_left,1206,777
37,knee_front_right,1089,771
37,hock_rear_left,490,621
37,hock_rear_right,615,651
37,hoof_front_left,1243,935
37,hoof_front_right,974,887
37,hoof_rear_left,545,887
37,hoof_rear_right,783,912
38,nose,1724,481
38,poll,1585,267
38,withers,1287,224
38,spine_1,1149,206
38,spine_2,933,173
38,spine_3,771,154
38,hip,563,259
38,tail_base,496,192
38,knee_front_left,1196,762
38,knee_front_right,1124,768
38,hock_rear_left,487,606
38,hock_rear_right,637,651
38,hoof_front_left,1217,927
38,hoof_front_right,989,894
38,hoof_rear_left,545,892
38,hoof_rear_right,798,914
39,nose,1724,481
39,poll,1599,272
39,withers,1258,218
39,spine_1,1137,198
39,spine_2,981,173
39,spine_3,789,159
39,hip,566,269
39,tail_base,500,191
39,knee_front_left,1184,760
39,knee_front_right,1157,777
39,hock_rear_left,473,614
39,hock_rear_right,633,656
39,hoof_front_left,1200,927
39,hoof_front_right,1034,902
39,hoof_rear_left,529,896
39,hoof_rear_right,810,920
40,nose,1726,477
40,poll,1591,270
40,withers,1283,230
40,spine_1,1159,200
40,spine_2,970,173
40,spine_3,785,157
40,hip,592,251
40,tail_base,508,191
40,knee_front_left,1174,770
40,knee_front_right,1200,775
40,hock_rear_left,463,621
40,hock_rear_right,623,655
40,hoof_front_left,1196,924
40,hoof_front_right,1083,906
40,hoof_rear_left,524,887
40,hoof_rear_right,783,916
41,nose,1726,479
41,poll,1603,280
41,withers,1274,220
41,spine_1,1159,202
41,spine_2,942,171
41,spine_3,775,159
41,hip,598,265
41,tail_base,510,196
41,knee_front_left,1157,748
41,knee_front_right,1244,744
41,hock_rear_left,467,619
41,hock_rear_right,615,656
41,hoof_front_left,1139,900
41,hoof_front_right,1147,920
41,hoof_rear_left,496,883
41,hoof_rear_right,771,920
42,nose,1726,489
42,poll,1607,278
42,withers,1299,228
42,spine_1,1184,206
42,spine_2,978,177
42,spine_3,798,165
42,hip,594,263
42,tail_base,527,200
42,knee_front_left,1159,756
42,knee_front_right,1276,738
42,hock_rear_left,475,616
42,hock_rear_right,607,656
42,hoof_front_left,1157,914
42,hoof_front_right,1204,924
42,hoof_rear_left,490,883
42,hoof_rear_right,761,916
43,nose,1730,502
43,poll,1619,282
43,withers,1305,224
43,spine_1,1172,202
43,spine_2,978,173
43,spine_3,796,165
43,hip,603,259
43,tail_base,526,247
43,knee_front_left,1149,756
43,knee_front_right,1293,727
43,hock_rear_left,481,621
43,hock_rear_right,611,666
43,hoof_front_left,1141,920
43,hoof_front_right,1264,929
43,hoof_rear_left,485,887
43,hoof_rear_right,754,912
44,nose,1735,502
44,poll,1622,292
44,withers,1332,231
44,spine_1,1198,202
44,spine_2,999,179
44,spine_3,818,165
44,hip,576,274
44,tail_base,527,224
44,knee_front_left,1324,731
44,knee_front_right,1145,766
44,hock_rear_left,481,612
44,hock_rear_right,607,655
44,hoof_front_left,1330,937
44,hoof_front_right,1145,916
44,hoof_rear_left,481,877
44,hoof_rear_right,748,912
45,nose,1737,508
45,poll,1622,294
45,withers,1326,228
45,spine_1,1207,198
45,spine_2,966,173
45,spine_3,804,161
45,hip,596,269
45,tail_base,518,191
45,knee_front_left,1131,762
45,knee_front_right,1354,742
45,hock_rear_left,483,612
45,hock_rear_right,598,662
45,hoof_front_left,1137,925
45,hoof_front_right,1387,951
45,hoof_rear_left,463,879
45,hoof_rear_right,726,914
46,nose,1749,512
46,poll,1626,296
46,withers,1328,231
46,spine_1,1207,210
46,spine_2,1022,183
46,spine_3,820,177
46,hip,619,263
46,tail_base,541,206
46,knee_front_left,1130,764
46,knee_front_right,1373,748
46,hock_rear_left,479,606
46,hock_rear_right,590,655
46,hoof_front_left,1116,914
46,hoof_front_right,1418,949
46,hoof_rear_left,448,875
46,hoof_rear_right,732,912
47,nose,1749,520
47,poll,1630,296
47,withers,1332,243
47,spine_1,1176,202
47,spine_2,1022,183
47,spine_3,837,165
47,hip,637,255
47,tail_base,533,198
47,knee_front_left,1120,764
47,knee_front_right,1395,762
47,hock_rear_left,475,614
47,hock_rear_right,584,653
47,hoof_front_left,1104,920
47,hoof_front_right,1430,959
47,hoof_rear_left,438,877
47,hoof_rear_right,707,910
48,nose,1749,520
48,poll,1632,294
48,withers,1326,241
48,spine_1,1202,210
48,spine_2,1018,185
48,spine_3,859,173
48,hip,623,280
48,tail_base,561,214
48,knee_front_left,1116,744
48,knee_front_right,1377,746
48,hock_rear_left,487,602
48,hock_rear_right,570,653
48,hoof_front_left,1102,918
48,hoof_front_right,1451,961
48,hoof_rear_left,442,871
48,hoof_rear_right,705,910
49,nose,1757,522
49,poll,1634,302
49,withers,1340,245
49,spine_1,1221,212
49,spine_2,1034,187
49,spine_3,818,161
49,hip,639,255
49,tail_base,551,192
49,knee_front_left,1104,756
49,knee_front_right,1385,771
49,hock_rear_left,487,598
49,hock_rear_right,565,643
49,hoof_front_left,1102,920
49,hoof_front_right,1443,963
49,hoof_rear_left,440,861
49,hoof_rear_right,695,908
50,nose,1769,522
50,poll,1648,304
50,withers,1354,243
50,spine_1,1217,214
50,spine_2,1026,181
50,spine_3,837,159
50,hip,670,245
50,tail_base,553,185
50,knee_front_left,1091,762
50,knee_front_right,1375,770
50,hock_rear_left,483,580
50,hock_rear_right,561,631
50,hoof_front_left,1081,914
50,hoof_front_right,1433,961
50,hoof_rear_left,442,838
50,hoof_rear_right,679,902
51,nose,1759,524
51,poll,1648,306
51,withers,1359,249
51,spine_1,1233,210
51,spine_2,1028,179
51,spine_3,841,159
51,hip,629,245
51,tail_base,557,196
51,knee_front_left,1093,756
51,knee_front_right,1361,766
51,hock_rear_left,490,584
51,hock_rear_right,559,625
51,hoof_front_left,1065,914
51,hoof_front_right,1422,961
51,hoof_rear_left,461,828
51,hoof_rear_right,672,908
52,nose,1769,524
52,poll,1659,300
52,withers,1373,245
52,spine_1,1250,214
52,spine_2,1052,181
52,spine_3,861,169
52,hip,650,253
52,tail_base,559,191
52,knee_front_left,1089,756
52,knee_front_right,1350,766
52,hock_rear_left,514,582
52,hock_rear_right,555,631
52,hoof_front_left,1042,916
52,hoof_front_right,1408,955
52,hoof_rear_left,489,822
52,hoof_rear_right,650,908
53,nose,1769,520
53,poll,1650,306
53,withers,1344,239
53,spine_1,1217,210
53,spine_2,1038,179
53,spine_3,853,167
53,hip,654,241
53,tail_base,572,198
53,knee_front_left,1081,750
53,knee_front_right,1340,777
53,hock_rear_left,527,575
53,hock_rear_right,545,612
53,hoof_front_left,1032,912
53,hoof_front_right,1381,955
53,hoof_rear_left,535,818
53,hoof_rear_right,642,906
54,nose,1767,518
54,poll,1661,300
54,withers,1365,237
54,spine_1,1241,204
54,spine_2,1069,179
54,spine_3,861,171
54,hip,666,241
54,tail_base,572,179
54,knee_front_left,1085,750
54,knee_front_right,1328,762
54,hock_rear_left,580,635
54,hock_rear_right,541,641
54,hoof_front_left,1026,910
54,hoof_front_right,1381,963
54,hoof_rear_left,619,797
54,hoof_rear_right,617,906
55,nose,1776,518
55,poll,1675,294
55,withers,1357,230
55,spine_1,1217,200
55,spine_2,1050,177
55,spine_3,853,165
55,hip,650,245
55,tail_base,563,194
55,knee_front_left,1075,736
55,knee_front_right,1322,760
55,hock_rear_left,615,641
55,hock_rear_right,531,625
55,hoof_front_left,1013,898
55,hoof_front_right,1357,951
55,hoof_rear_left,660,842
55,hoof_rear_right,603,888
56,nose,1784,512
56,poll,1663,288
56,withers,1371,237
56,spine_1,1231,204
56,spine_2,1046,169
56,spine_3,853,155
56,hip,672,247
56,tail_base,561,198
56,knee_front_left,1071,748
56,knee_front_right,1307,760
56,hock_rear_left,629,639
56,hock_rear_right,518,617
56,hoof_front_left,1011,906
56,hoof_front_right,1348,955
56,hoof_rear_left,720,859
56,hoof_rear_right,594,900
57,nose,1782,502
57,poll,1673,276
57,withers,1352,224
57,spine_1,1213,198
57,spine_2,1015,165
57,spine_3,837,159
57,hip,641,243
57,tail_base,565,191
57,knee_front_left,1075,748
57,knee_front_right,1295,758
57,hock_rear_left,664,637
57,hock_rear_right,531,621
57,hoof_front_left,1005,900
57,hoof_front_right,1338,951
57,hoof_rear_left,789,887
57,hoof_rear_right,578,908
58,nose,1788,495
58,poll,1673,286
58,withers,1352,218
58,spine_1,1215,198
58,spine_2,1020,171
58,spine_3,847,157
58,hip,658,251
58,tail_base,565,194
58,knee_front_left,1079,752
58,knee_front_right,1291,756
58,hock_rear_left,691,639
58,hock_rear_right,512,606
58,hoof_front_left,989,879
58,hoof_front_right,1317,947
58,hoof_rear_left,839,875
58,hoof_rear_right,557,896
59,nose,1792,489
59,poll,1665,272
59,withers,1354,218
59,spine_1,1207,189
59,spine_2,1048,165
59,spine_3,845,150
59,hip,664,241
59,tail_base,565,185
59,knee_front_left,1104,750
59,knee_front_right,1276,754
59,hock_rear_left,718,643
59,hock_rear_right,506,612
59,hoof_front_left,983,869
59,hoof_front_right,1309,945
59,hoof_rear_left,894,887
59,hoof_rear_right,563,900
60,nose,1794,491
60,poll,1665,276
60,withers,1357,214
60,spine_1,1229,187
60,spine_2,1007,161
60,spine_3,837,152
60,hip,664,247
60,tail_base,576,177
60,knee_front_left,1145,740
60,knee_front_right,1262,732
60,hock_rear_left,761,653
60,hock_rear_right,508,612
60,hoof_front_left,1018,865
60,hoof_front_right,1301,941
60,hoof_rear_left,915,888
60,hoof_rear_right,551,900
61,nose,1794,493
61,poll,1675,276
61,withers,1348,208
61,spine_1,1213,189
61,spine_2,1032,157
61,spine_3,843,146
61,hip,650,251
61,tail_base,570,173
61,knee_front_left,1159,752
61,knee_front_right,1254,725
61,hock_rear_left,740,608
61,hock_rear_right,496,608
61,hoof_front_left,1054,865
61,hoof_front_right,1291,945
61,hoof_rear_left,946,892
61,hoof_rear_right,526,904
62,nose,1800,483
62,poll,1685,270
62,withers,1346,210
62,spine_1,1213,185
62,spine_2,1034,159
62,spine_3,831,155
62,hip,658,251
62,tail_base,568,179
62,knee_front_left,1192,752
62,knee_front_right,1252,734
62,hock_rear_left,754,616
62,hock_rear_right,510,602
62,hoof_front_left,1089,877
62,hoof_front_right,1262,935
62,hoof_rear_left,942,892
62,hoof_rear_right,514,896
63,nose,1806,491
63,poll,1673,272
63,withers,1348,208
63,spine_1,1211,179
63,spine_2,1022,159
63,spine_3,857,154
63,hip,662,253
63,tail_base,588,175
63,knee_front_left,1256,734
63,knee_front_right,1221,764
63,hock_rear_left,740,637
63,hock_rear_right,487,606
63,hoof_front_left,1118,879
63,hoof_front_right,1254,937
63,hoof_rear_left,931,896
63,hoof_rear_right,489,896
64,nose,1806,491
64,poll,1673,269
64,withers,1379,212
64,spine_1,1264,187
64,spine_2,1073,152
64,spine_3,863,152
64,hip,652,247
64,tail_base,555,191
64,knee_front_left,1297,734
64,knee_front_right,1221,760
64,hock_rear_left,732,649
64,hock_rear_right,485,598
64,hoof_front_left,1172,888
64,hoof_front_right,1227,943
64,hoof_rear_left,905,892
64,hoof_rear_right,477,892
65,nose,1798,501
65,poll,1669,272
65,withers,1369,206
65,spine_1,1246,177
65,spine_2,1046,154
65,spine_3,853,154
65,hip,674,245
65,tail_base,574,192
65,knee_front_left,1320,721
65,knee_front_right,1207,738
65,hock_rear_left,720,653
65,hock_rear_right,469,602
65,hoof_front_left,1244,883
65,hoof_front_right,1213,924
65,hoof_rear_left,884,885
65,hoof_rear_right,448,888
66,nose,1798,508
66,poll,1675,280
66,withers,1354,206
66,spine_1,1227,179
66,spine_2,1036,155
66,spine_3,837,157
66,hip,662,261
66,tail_base,574,187
66,knee_front_left,1340,727
66,knee_front_right,1198,738
66,hock_rear_left,720,658
66,hock_rear_right,463,598
66,hoof_front_left,1297,904
66,hoof_front_right,1206,931
66,hoof_rear_left,876,892
66,hoof_rear_right,440,892
67,nose,1806,506
67,poll,1685,282
67,withers,1375,214
67,spine_1,1233,183
67,spine_2,1032,159
67,spine_3,861,157
67,hip,658,243
67,tail_base,561,198
67,knee_front_left,1383,713
67,knee_front_right,1186,734
67,hock_rear_left,705,641
67,hock_rear_right,469,596
67,hoof_front_left,1354,896
67,hoof_front_right,1190,931
67,hoof_rear_left,851,890
67,hoof_rear_right,432,887
68,nose,1800,516
68,poll,1689,282
68,withers,1377,214
68,spine_1,1229,183
68,spine_2,1036,157
68,spine_3,835,152
68,hip,678,247
68,tail_base,574,194
68,knee_front_left,1412,713
68,knee_front_right,1176,734
68,hock_rear_left,691,645
68,hock_rear_right,467,602
68,hoof_front_left,1420,906
68,hoof_front_right,1178,920
68,hoof_rear_left,843,888
68,hoof_rear_right,413,885
69,nose,1802,516
69,poll,1696,294
69,withers,1373,218
69,spine_1,1243,181
69,spine_2,1036,161
69,spine_3,859,155
69,hip,670,245
69,tail_base,580,179
69,knee_front_left,1426,711
69,knee_front_right,1178,725
69,hock_rear_left,683,641
69,hock_rear_right,461,592
69,hoof_front_left,1449,914
